,P4,Cz,F8,T7
2000,-0.35714827132874116,-0.02468393968104321,0.9033467805395002,-4.892838367000747
2001,1.0673254074432243,-0.397095989167198,4.661921458094996,-8.864831175873794
2002,2.9039439479648683,3.508187576045996,7.601385112150901,-9.495449570347557
2003,5.773835940875112,7.232761071081418,9.148907292891684,-9.2456624881979
2004,9.415139809162666,7.469003971042518,10.334553084907594,-6.52577026213446
2005,12.623369673544802,6.946101182449115,11.174838184065749,-2.790453198655902
2006,13.461450075598632,8.397080689033746,10.39064259148955,-1.7275907402873127
2007,12.757497509818387,10.228501397682228,8.632244723570283,-0.15042257529307695
2008,11.361405054776542,10.11351269898157,8.566335822146012,-1.9401882677987583
2009,10.250684540173777,8.058375574249057,11.325981586985453,-7.21597816205396
2010,10.84976525619806,6.316099812980331,13.542339834448152,-6.868746201670264
2011,9.791432281673023,4.931527526492984,11.249522054449349,-5.446011968094041
2012,5.128415876027161,1.6959134747480098,5.557069473185306,-8.716452028007014
2013,2.3715510782269256,-1.2553370767716368,2.377023005614266,-10.800047735270986
2014,3.567414245463048,-1.3324453163742884,4.002345320492948,-9.674076767864687
2015,3.706590862646235,-0.4100717222024945,5.99221086158472,-9.241043931621462
2016,2.5024088835419804,-0.28338292949113697,4.754976278508738,-8.898628184228025
2017,1.0865610911751697,-0.38118147166160254,2.085143666634643,-7.610876259647191
2018,-0.5761312461176464,-0.43117108039391266,2.049397145272148,-5.725629323746268
2019,-1.188449575339558,-1.7704441255127537,3.666655961685973,-5.555916862222609
2020,-0.8806102815586604,-3.663006859981458,4.166005688915872,-8.148737112606288
2021,0.4952960901309172,-4.121594494795354,4.384647044789094,-8.278237696026022
2022,2.7244307188226986,-3.2502655447585336,4.831265835482803,-8.366025906193359
2023,5.353774964835388,-1.7724893594413578,3.622135019696493,-10.905332362232564
2024,6.650276130009014,-1.6245046620309183,0.22908740463573501,-10.20542707096928
2025,7.312883625711624,-1.4474614532668904,-1.2692571290033974,-6.5229624611742025
2026,8.97605943956222,0.4152863912666057,-0.022822939525930383,-4.099540222795437
2027,10.470905544837183,1.245964266724687,1.0366859862209412,-3.8453908998120863
2028,11.733746717898905,1.1054979501038427,3.0180907306465805,-3.857303619226114
2029,11.34355241660327,1.1895596933929768,6.418772787834481,-3.1491300992887536
2030,7.993982254307014,1.8209902614382945,9.125684442645234,-1.548334018112589
2031,3.6483073718021917,4.209512039032021,10.529797212730557,0.7768909224726217
2032,1.4625080344878219,8.608170492137695,12.440803195360893,3.8734024373837657
2033,0.3168058899937551,11.355401603268072,13.19815955958922,6.819739259510354
2034,-2.6126115033883113,9.825699752515689,10.103820281425222,7.369735416841195
2035,-5.296659631731618,6.702935739776934,6.933357143110603,7.986527325449915
2036,-4.805755290393171,4.352701554396206,5.369011636822961,8.724920854772357
2037,-1.4114225368682003,4.279093412500433,4.205495282716982,4.825316423344484
2038,2.7911868608276427,6.26331550994371,4.218928926418169,0.41380498566787105
2039,5.977831785693885,6.888394313080979,4.874679774949993,2.1733348826594803
2040,6.348814586027083,5.406897687371906,5.0842853705344115,4.984086018511471
2041,4.711642701502664,3.419489791855209,4.304240641516999,3.550332134758548
2042,4.930208684430192,2.3301595231598267,2.3194294585872766,2.225297236010124
2043,8.074294057380538,3.6386003977409227,1.7792078649296104,3.293196538074563
2044,10.682614241432933,5.445601582942533,3.5690614769769295,2.7939332197730984
2045,10.217022292049071,6.319423529838816,4.998370198009317,-0.5386256865040433
2046,8.425592943448889,7.503853209639788,5.1272756906279975,-2.386935207745072
2047,6.561642062651665,8.134960801924743,4.885680099578042,-1.2086129050447594
2048,4.373039005254747,6.602787363729531,5.444378992231389,0.3277208357351322
2049,2.9369199406802062,3.822283588032948,6.43989177824437,4.4394567815020265
2050,1.3317837517268167,0.6877642951731184,5.826002362883624,3.3117349878725055
2051,-0.8642757274327392,-2.8297930258083923,3.7109842120758074,-6.828853587073873
2052,-1.6698024842667933,-5.273279135926651,3.8955527612710052,-8.322590653439002
2053,-1.9038527623335098,-5.8664803101071605,6.433621334447786,-2.309228412022526
2054,-2.8572636753388188,-4.748608798684588,7.188143510914561,0.6936496750607064
2055,-4.375007562243509,-1.2778941174654355,6.050501107853262,3.490693299042256
2056,-6.334416851227429,2.451433350413708,5.365053886752553,6.250353266479624
2057,-7.7497533679623904,2.9873816409462863,5.626045851898795,4.472461656406454
2058,-6.228680174820662,1.9978396153769913,7.272849749473584,0.2090948818309924
2059,-1.8868669784243781,1.6481625516075256,8.205864871562616,-0.25985855959677606
2060,2.1155750168027847,1.2646425131357237,6.011759079394762,-0.021631325420131187
2061,4.0632786616312035,0.9662557466661873,2.985342090354545,-0.053399361750430474
2062,5.388648490345526,0.10560198499682016,-0.20136561607187953,-0.5576886479639453
2063,7.526878012890346,-1.494858124418866,-2.345866159317805,-5.302411948574671
2064,9.409993785737585,-2.2438008342622435,-1.638157664143233,-8.318487831189277
2065,9.952275091996851,-2.1369626686067686,-1.2384006395832936,-5.97972253516088
2066,8.62741058418176,-1.1214428659489133,-0.8849814207583663,-3.510176035067912
2067,4.8526713737436875,0.2998984490456038,0.3433795187632991,-3.461620300269351
2068,-0.19537538134653656,-0.14504056501238988,0.39398527343064654,-4.1788812104039685
2069,-3.6229386182471597,-1.9398414519215739,0.5862337699834815,-4.2466287609307845
2070,-5.481032663982751,-3.8928994997687583,1.340072923188699,-4.417029646511465
2071,-6.706182911355763,-4.516009553596204,1.4435765130318623,-4.254439644654976
2072,-7.380516627925118,-3.581114922964434,1.2641012950766475,-3.547042859976395
2073,-6.616126377958995,-3.6172432967588573,1.3793401749742924,-2.18827351738529
2074,-3.6111493434451143,-3.6821795202036,1.5201876947911261,1.0807006586803571
2075,-1.1544159546608908,-3.0005413437246893,1.2492775958322866,2.4981266987979254
2076,1.7275290797813299,-2.03706841280648,1.6770053758838097,-1.5379720209627945
2077,6.20485438857848,0.15078619192203283,2.251438915991205,-5.641737622302434
2078,9.98416539455524,3.6670362091614073,1.7805006122902962,-3.757774039217492
2079,11.777029039473618,5.802287891376887,1.2006560315255927,-0.9086780584319026
2080,9.50524287268457,4.511112560990305,-0.6939313178342388,-2.1967758817276306
2081,5.568123068417991,3.4209629094278453,-2.9737953803178065,-3.237730686437044
2082,4.164300087849569,3.9366646230972653,-2.726057546600749,-2.2428706402050964
2083,4.5862783575578145,3.137076631596841,-1.0272097845790686,-2.1217328002075053
2084,4.133563628617142,0.17212861001746105,0.3142387065245607,-2.421437358867667
2085,2.255950183599674,-2.6914483083314993,0.6980411169816602,-1.4182950332464899
2086,0.7797573951379251,-2.5230379520965025,1.0044988971266142,0.2745752828501634
2087,0.12485633556393838,-0.052650313195890634,2.5397322520219254,2.889886746708758
2088,-1.1031873980579505,1.4457664367808214,3.585461774200041,2.8332332343383966
2089,-3.0402988734767047,0.30143911917967625,3.4452851761874506,-3.635892579571218
2090,-5.25926086115124,-2.2632423274162203,3.4430659717477283,-8.921093448276139
2091,-6.906259855115191,-3.541927106788099,3.433779157129213,-8.269173826024147
2092,-6.6674648217204,-3.540653237397737,3.1156675252441706,-5.811243966606928
2093,-6.706973598225698,-4.250686627561181,1.503658279377876,-2.957068877615334
