,P4,Cz,F8,T7
2000,-1.361859101729793,-1.7653565086537175,-0.5763799405299247,1.941056925879435
2001,4.854559222718237,-1.4980938860789885,1.1423508978416457,11.57696184174824
2002,6.883368274992054,-0.5377594861531017,-0.9818309621362529,14.914299723355622
2003,6.231881464253175,0.0053829774302113775,-2.9191376864563034,15.187023904783898
2004,6.538896819646607,0.9944783562603958,-2.515054457787382,17.091115463096692
2005,7.131409501359715,-0.010896171507231323,-4.068402749663239,19.020461750543102
2006,6.142929198211919,-2.9906192685207023,-6.813151752016722,19.100758381210262
2007,5.882015300005206,-1.4542763054810122,-6.094498900611177,19.6751853469041
2008,4.827186310157212,0.7325244576831499,-4.335869338160979,19.395082590157656
2009,1.4626526396271693,-3.02899155924663,-5.733554083527428,16.91085249888677
2010,-1.3618201421106464,-7.183761565044307,-6.9323497920437545,14.91162871821501
2011,-2.4184272394328894,-6.695061262728956,-4.7807135330883765,14.43372421772004
2012,-1.2054674003050594,-5.526185363000246,-1.9238705791388382,13.849754724221025
2013,1.9458955756774925,-5.881702503106806,-1.1441853831752749,11.064697141187242
2014,4.014550322344939,-4.324980795491739,-2.8325764912224796,7.0453128388040325
2015,5.000004278295362,-1.1617155525307588,-3.8745371607068275,4.645851948887708
2016,7.047229736893481,-0.006236891972577818,-2.8620088165076916,5.164336309278935
2017,8.962277319604443,-1.0443843055775235,-1.7681451329595452,7.980450293906621
2018,7.908870326192446,-2.5887489086175037,-1.5643127590131436,10.12549323772526
2019,3.8177203884600135,-3.6654682651766275,-3.7130282918262845,9.839778977680956
2020,0.5943272727597844,-3.640569695529167,-7.021065496289425,9.048305435154388
2021,0.6602473350430766,-3.1844741672997303,-6.649258941457313,9.863312948840282
2022,2.2885694502346325,-1.9487613856609238,-3.1037293875404877,11.728062080196741
2023,2.6293023252920533,0.23026207894993367,-1.207958519684539,12.785662851739433
2024,0.23623794297935716,-0.7522810527776527,-3.0238986151547875,10.575002930700204
2025,-1.7023954847796094,-4.58621878123928,-6.274392289639888,7.4962804394327875
2026,1.084210677225589,-4.492349369109121,-6.127927229812701,9.41178055417663
2027,4.884132314985548,-0.6568270735261347,-4.015212773120448,14.069774270285702
2028,4.423719945409467,1.2418478037403458,-3.530240736286561,14.759806882852462
2029,2.312462985893414,0.8294563128672621,-3.1963612239769503,10.586218915013175
2030,2.0949283250607547,0.6664400276297979,-1.665577852054546,6.611719855608199
2031,2.5713475939974577,0.4653415664331802,-0.6651724469598397,2.8716212234303944
2032,3.1837613458474294,-0.48980984373074915,-0.9250506290718471,-2.8204824705029816
2033,4.705477901747481,-1.280505332650892,-0.5179098165538013,-4.7866077688206445
2034,7.436212959758629,-0.2869710234652062,0.2544665541907356,-0.5097930023248324
2035,8.453899567890343,1.3631029657732223,-0.49689875529576305,3.650589873682819
2036,7.183280075632427,1.4214962906968163,-2.1145761407000667,5.336431856015041
2037,6.288561640696584,0.8576343716419449,-2.143189334031469,6.324071295609121
2038,5.459331581533015,0.7621292313738213,-1.935705601786263,6.619577754587538
2039,3.73367315020202,0.5111123504147814,-3.3548036826022107,6.1714852858023335
2040,2.1719668242534897,0.9000996616049715,-3.6415318471945075,7.2048458637706805
2041,3.193620259703299,1.8889008357864792,-3.0728722019378396,10.22841081954426
2042,4.182168883316218,1.4714251308972988,-3.9426280376022893,10.75332430035936
2043,4.05353772523806,0.38525066238641265,-5.17664881001176,9.713768888269483
2044,4.099041644149443,-1.1601947917047144,-6.340752256834582,7.583922892156622
2045,3.8653448125077077,-2.6667529217781283,-4.433712962052617,4.159840594431717
2046,4.75179849401486,-2.1120732186919975,2.7477534217370856,4.582988284863136
2047,4.913161986674253,-1.4354483649591339,7.265617658871763,4.520042273643102
2048,2.7294317530297283,-2.8466343939541776,3.9990296714086586,-0.56594156152601
2049,1.6433105387476847,-3.292829873982756,-0.6496128207161646,-3.9210880067153235
2050,1.4040184829765405,-2.146236776818005,-1.9905738581977284,-4.165676990144709
2051,1.5505277527383574,-0.9337556811314529,0.4426808159514261,-4.412474007898815
2052,4.140860782850465,1.5002943685060937,4.354031823259662,-3.0525311457154807
2053,4.380717853373877,2.1937039509669702,3.5250587590779756,-0.05775034150559126
2054,-0.6300274743607908,0.214426993615031,-1.1475511181060307,1.9153026309124628
2055,-5.197175222840822,0.2256096000654002,-4.1420023734118105,3.784152255642448
2056,-5.089785477400032,1.674510373186805,-4.271827854634364,7.12223305741511
2057,-2.3155357135240386,1.0947051155045275,-2.570978723437484,10.369994687308637
2058,-2.1440950040643965,-0.8878712772679944,-3.73787668060638,10.971123976895875
2059,-4.8352546450711795,-1.5919875416056928,-8.450607835499868,8.101431746378417
2060,-5.608886340931096,-1.122440605125489,-10.832662534062212,4.743275276456029
2061,-2.814825251608296,-0.38067052282389496,-9.382982242105419,4.12361076182802
2062,1.8394621262966184,1.1365323170614698,-5.62984476245676,5.994134256286899
2063,4.456627508770697,1.7752680572447155,-2.8163002254047873,5.801548351405075
2064,5.008429814363319,2.273693594387951,-1.3762743946133469,4.752079572571945
2065,6.996424888423684,3.353202322234491,0.14762063804742726,5.887531387859644
2066,9.052844806978811,2.7656617330572812,-0.7085765417189662,4.988782506381782
2067,8.337598102071947,1.0189735408846046,-2.577106465467897,1.4201508269363934
2068,3.8857986733978533,-2.019613778935545,-2.127368134964012,-2.7315471505715254
2069,-0.30927359432436546,-5.577375467852627,0.627926479582231,-6.527243490187988
2070,0.19503065266154093,-5.739818329399856,2.3591445243399156,-8.758989214173573
2071,0.9286451670410945,-3.797695300897607,2.525183353041002,-9.931522292692783
2072,-2.210304358842293,-3.882377783325931,4.642455061638505,-9.26063811461704
2073,-5.0309091646430595,-5.357745140576591,7.456442438475715,-5.672509331503192
2074,-3.306371121039284,-4.7289276794463735,8.961743934262959,-1.0243309728466996
2075,-1.1910095062727297,-2.399873223785656,7.289503567851801,1.3528243852225996
2076,-1.525340661714977,-0.7310883736283802,3.463749575045097,1.9325065313073513
2077,-1.2931866793901687,0.7577576171625519,1.5706542396731287,3.8915620995922207
2078,-1.0028741566570836,1.5745991760316844,0.3475907961645827,5.888582080296098
2079,-1.0636715742029987,1.3047578311569188,-1.6389835991018262,5.531907046698647
2080,-0.41088680833754265,0.319217051813237,-3.525505734428511,3.098789006112888
2081,0.9708350538677042,-0.18109591125504135,-3.016586266758131,0.4475985383430293
2082,2.0088338728760187,0.6284807597673117,-1.7398427278078339,-1.6461324577456857
2083,2.3548158624517344,2.1804807693812367,-1.286535889562016,-1.7957119351875739
2084,2.828989749325308,2.644055514054912,0.5801882126293142,0.21790011439595613
2085,2.074438313092683,0.41204914187290764,-0.2108077171942842,0.011872439335803786
2086,1.8600804319522357,-0.6576545859366726,-3.377792310693346,-1.2676021049684192
2087,2.033564190468172,-0.36154580560471594,-2.8826434516727453,-1.9491972057801767
2088,0.7388109005287887,-1.445008890672606,-0.18951540515314189,-3.6139058350092466
2089,-0.42603796875483035,-2.3561782973094907,1.7940883660657208,-5.264347063762944
2090,-2.281688369430944,-2.638537936839398,3.827977591263121,-6.721550730985396
2091,-2.3467374384591295,-1.605109781167893,4.757402853827906,-6.412412638890572
2092,-0.8804633756126246,-0.26107668256658,2.0520893266057714,-4.110209450611223
2093,-1.3038607454949571,0.3730375639377145,-2.2848506769267383,-1.0840676401748282
2094,-2.3738620522913543,1.2338358007755625,-4.995076623922599,1.8999963159017694
2095,-3.6088108739680993,0.7196116272287769,-5.208148899764252,3.349539921871246
2096,-4.325340607308844,-1.7677522464807576,-3.888746087152459,3.8959706596500547
2097,-3.3167376679757004,-4.355859013053098,-2.4347111675399584,4.259510631828396
2098,-1.2290256433148483,-5.684370934534736,-1.4741215084503454,3.962544817971627
2099,1.2688253318080416,-4.686942757766411,-1.7655720708935578,4.104874602732712
2100,3.5377892673445235,-2.0472180101606456,-2.357900208061979,4.926207454158208
2101,3.5831943886248228,-0.540266618855375,-2.6674017908490186,4.530732443538938
2102,2.974832678161909,0.673583313879413,-2.2557544347578307,4.024283404484915
2103,3.4019974625820364,2.5271138569300597,-0.8696833745995336,3.619143178304716
2104,2.952852943616757,3.718190351400529,-2.1076930908593594,1.930717457167863
2105,1.9064857746886006,4.178396523981709,-6.311408324980205,0.09472177513010896
2106,-0.18844124228712772,2.9854935116041315,-7.132124402732642,-1.7662288884453545
2107,-1.6715044786689777,2.096445838853111,-2.397726573321374,-1.423042358702567
2108,0.626448299579161,3.4904659084803304,2.028112613708413,1.3987598666377639
2109,2.423005789295389,5.345844187316276,3.9317351668174,2.629434955571254
2110,-0.29183915221594176,4.857588935298768,3.1495326308138383,0.8888609650874664
2111,-3.5250585118471336,2.6425196999115013,-0.19751498596356934,-1.5816300481530987
2112,-4.116832446112052,2.881618015352234,-1.0660399924285822,-0.601985490703765
2113,-3.657556821705859,4.217564064875866,1.0715530823449841,3.0761708253086866
2114,-2.8117659039236544,4.691056915591498,2.9118642514974926,6.353866373553478
2115,-3.284475628101372,4.39004540054257,3.6104267969914208,7.211090813200277
2116,-5.051219146445565,2.0646337521615954,2.4968269103893714,3.845684213263752
2117,-4.0499186730322165,0.5204415968622489,0.6735634375570339,0.33864910811903176
2118,-0.09546904472682857,1.8030969871356146,1.5676074668736582,0.8041985524807725
2119,2.0143391941128845,1.8412503946904746,3.17960344218882,0.4658548989826735
2120,1.9586906859608657,0.08017711342734696,2.346937461656016,-2.531675427438291
2121,2.283968364068645,-0.5827928169176192,0.7385253233578435,-4.44239173817983
2122,1.212021925722855,-0.95681292455916,-1.075677950789276,-5.359416520756411
2123,0.22720713800809905,-1.209592370757371,-1.5583613018884181,-4.540052202896102
2124,1.48362376585618,-0.2676653657241162,0.2908052868053229,-2.0197121559398754
2125,2.2184751261266284,0.48965075198774755,0.9174198432213548,0.3842647822299614
2126,0.4789475155501709,-0.025060205910791097,-0.5317195966278538,2.2145118801224246
2127,-2.632149979327048,0.2631473941111398,-3.0203630784164965,1.8033498906074092
2128,-3.6854650254512626,2.0022485166577155,-5.502605431038836,0.2574549105563965
2129,-2.7955248665569905,2.668213055514657,-3.8469496403345183,0.15602349190282894
2130,-2.2379415200826407,2.2205260091066465,1.5386171332880794,1.6405190598464192
2131,-2.5142429382030236,2.0608138113293273,2.2981817042313804,3.2373570580203888
2132,-2.4160653406323918,2.1833016367904894,-1.3608898552551747,2.933409140810816
2133,-1.11397272880038,2.684580005132319,-0.27415177592106743,1.1482137488144135
2134,-0.40707266098144956,2.6284726995727388,3.0531032217743324,-2.359902964570049
2135,1.4372766426267503,2.217344084571266,3.507232634064891,-4.723174257950472
2136,2.850292176022629,1.0498919986377517,2.3283028985229244,-3.5048317876745956
2137,0.8394079889054455,-2.8169985476290864,-0.7396495075162528,-2.9957919261179704
2138,-0.25934941925281924,-5.923425742906437,-3.8809285121419888,-3.62048214658751
2139,0.9021849406188239,-5.167343856893786,-3.9276258386953664,-3.44934297708264
2140,1.5651194046069865,-3.1760517378945035,-1.8225986671160417,-1.9117499753644118
2141,0.8890907180726686,-2.0813539215813517,0.09045468706010232,-0.2498789760260527
2142,1.2242339406800564,-1.206798744769592,2.750166201092237,-0.9788896599343591
