,T7,F8,Cz,P4
6000,152.08677673339844,16.99223518371582,-59.307334899902344,104.4984130859375
6001,118.5810089111328,-40.08611679077149,-93.02252960205078,38.06657028198242
6002,116.6886215209961,-71.32923889160156,-108.7226333618164,31.71996116638184
6003,129.63241577148438,-33.81430435180664,-91.20867919921876,68.67391204833984
6004,164.80990600585938,30.710187911987305,-48.83935165405274,105.81485748291016
6005,135.58259582519528,-74.19774627685547,-87.99610900878906,43.668941497802734
6006,112.05113983154295,-53.9985466003418,-105.62225341796876,39.15114212036133
6007,130.38787841796878,-19.85325813293457,-86.65721893310547,66.22053527832031
6008,166.41432189941406,16.65938377380371,-50.58962631225586,103.02489471435548
6009,130.75064086914062,-45.13124084472656,-89.79499816894531,39.54009246826172
6010,102.73505401611328,-51.130043029785156,-106.04112243652344,35.63189697265625
6011,131.20317077636722,-23.88861083984375,-86.66096496582031,67.18917083740234
6012,155.56861877441406,0.9031858444213868,-50.03238296508789,99.86467742919922
6013,120.3275375366211,-85.1481704711914,-94.04352569580078,34.76797866821289
6014,110.90299224853516,-56.78477096557617,-107.40992736816406,35.94231033325195
6015,124.61720275878906,-2.9788303375244136,-85.3557357788086,60.71540451049805
6016,162.56971740722656,25.36587142944336,-48.59252166748047,105.1566390991211
6017,116.03787231445312,-78.1583023071289,-100.1133804321289,36.88850402832031
6018,113.87995147705078,-47.31908416748047,-106.59088897705078,40.97995376586914
6019,113.27034759521484,-30.91962242126465,-95.9172134399414,67.2789306640625
6020,160.98399353027344,4.833820819854736,-58.44341659545898,108.55994415283205
6021,114.68402862548828,-61.52322387695313,-101.0146942138672,46.64964294433594
6022,115.48062896728516,-55.61044311523438,-108.59547424316406,39.30073928833008
6023,132.19798278808594,-13.992835998535154,-88.85254669189453,67.43974304199219
6024,163.61314392089844,33.806827545166016,-58.87350463867188,109.2555694580078
6025,134.722412109375,-42.37119674682617,-98.45660400390624,40.460105895996094
6026,115.72372436523438,-39.51765441894531,-115.00940704345705,29.49098014831543
6027,131.9287109375,-22.48240852355957,-99.76557159423828,58.97448348999024
6028,171.6389617919922,19.512928009033203,-63.888710021972656,93.68075561523438
6029,126.44227600097656,-9.396498680114746,-105.46144104003906,34.900745391845696
6030,114.32500457763672,-82.17121124267578,-119.62818145751952,28.172666549682614
6031,127.44083404541016,-34.992374420166016,-101.8973159790039,54.46790313720703
6032,155.8341522216797,37.905757904052734,-67.12746429443361,86.85169982910156
6033,119.4860610961914,-27.561193466186523,-98.5052261352539,27.95201301574707
6034,116.31836700439452,-54.57448959350586,-108.66653442382812,31.201984405517575
6035,121.92447662353516,-33.13738250732422,-86.7170639038086,69.92117309570311
6036,158.7213592529297,28.4400691986084,-47.67624282836914,107.60813903808594
6037,112.4550552368164,-21.88402366638184,-92.47276306152344,46.08678817749024
6038,122.7547378540039,-36.43223571777344,-102.15162658691406,52.826087951660156
6039,115.02810668945312,-30.28009986877441,-93.41148376464844,79.45043182373047
6040,163.0072784423828,25.26115417480469,-46.52809524536133,118.24441528320312
6041,120.32006072998048,-37.12785720825195,-95.00841522216795,42.4890022277832
6042,110.3270492553711,-55.49824523925781,-107.9559555053711,32.869979858398445
6043,131.59585571289062,-17.736474990844727,-86.3804702758789,65.93443298339844
6044,161.60855102539062,33.81056594848633,-53.24495697021485,97.1401596069336
6045,123.9178466796875,-46.03629684448242,-102.75000762939452,24.38414764404297
6046,116.56146240234376,-34.483749389648445,-112.48870849609376,32.36509323120117
6047,118.62962341308594,-25.09285926818848,-103.4605941772461,57.99836730957031
6048,153.7547607421875,28.25681495666504,-62.63958358764648,96.15282440185548
6049,105.11737060546876,-34.82033920288086,-112.94497680664062,30.857913970947266
6050,105.98502349853516,-46.10735702514648,-123.85426330566406,33.69649887084961
6051,121.412109375,-11.26270866394043,-104.1636962890625,60.52654266357422
6052,166.24977111816406,28.87015724182129,-60.93793106079102,100.95860290527344
6053,121.6926040649414,-24.184062957763672,-101.69161987304688,36.13491439819336
6054,112.11097717285156,-17.212888717651367,-116.7895965576172,29.88928031921387
6055,127.3959503173828,-36.144264221191406,-99.97500610351562,65.46694946289061
6056,156.70555114746094,12.257521629333494,-53.40203094482422,108.95450592041016
6057,111.84918975830078,-41.20808792114258,-98.8642578125,42.646080017089844
6058,125.14826965332031,-35.613197326660156,-104.6685791015625,41.845741271972656
6059,119.12703704833984,-8.59242057800293,-93.87149047851562,61.09874725341797
6060,149.55111694335938,19.23243522644043,-60.74719619750977,98.52766418457031
6061,118.02001953125,-60.42743301391602,-103.62889099121094,28.045509338378906
6062,117.93400573730469,-64.61611938476561,-113.02725982666016,24.93017387390137
6063,137.74800109863278,-27.43777656555176,-95.12435913085938,56.24061584472656
6064,168.75924682617188,23.447301864624023,-54.9540901184082,94.95980072021484
6065,118.02376556396484,-57.7833251953125,-104.71345520019531,30.71579742431641
6066,125.7877960205078,-37.69258117675781,-108.4645767211914,37.42891693115234
6067,119.5832977294922,-27.740707397460934,-96.71381378173828,64.51327514648439
6068,159.00184631347656,14.355606079101562,-61.38297653198242,104.9902114868164
6069,115.86583709716795,-34.992374420166016,-105.67835235595705,43.09112548828125
6070,95.73021697998048,-42.9995002746582,-121.24755859375,24.889034271240234
6071,116.5128402709961,-17.859891891479492,-110.10265350341795,56.72680282592773
6072,156.24180603027344,20.533920288085934,-61.92152404785156,99.6084976196289
6073,119.7590789794922,-39.154884338378906,-94.35767364501952,41.81956100463867
6074,101.85991668701172,-56.78103256225586,-112.47000885009766,34.676353454589844
6075,108.55059814453124,-29.09829139709473,-100.18070220947266,65.80728149414061
6076,154.36810302734375,3.498676300048828,-55.234580993652344,102.18902587890624
6077,113.39002990722656,-47.1545295715332,-101.2727508544922,40.59661483764648
6078,105.52501678466795,-23.95218849182129,-106.66942596435548,39.95709228515625
6079,133.01327514648438,-16.10213851928711,-90.39712524414062,62.54608535766602
6080,150.99098205566406,46.22329330444336,-57.75901412963867,99.95256805419922
6081,107.47724151611328,-49.0618782043457,-108.53563690185548,26.07832145690918
6082,110.76461791992188,-35.19432830810547,-108.78620910644531,35.34205627441406
6083,114.8037109375,-5.8248939514160165,-98.0639190673828,70.90850067138672
6084,153.37704467773438,16.356452941894528,-60.82947158813477,100.74542236328124
6085,124.43021392822266,-45.681007385253906,-102.55927276611328,37.922584533691406
6086,99.80670928955078,-48.878623962402344,-113.88743591308594,35.001724243164055
6087,106.02242279052734,-23.95966911315918,-95.8760757446289,75.13085174560547
6088,143.85899353027344,24.8310661315918,-61.11370468139648,102.6565170288086
6089,109.1863784790039,-49.48822784423828,-104.7471160888672,37.86274719238281
6090,115.68258666992188,-56.04053115844727,-115.1664810180664,38.113319396972656
6091,116.78585815429688,-18.91454315185547,-108.91336822509766,63.51098251342773
6092,159.00184631347656,-3.8502271175384517,-58.74260711669922,103.97296142578124
6093,115.44322967529295,-58.1348762512207,-100.08346557617188,43.1995849609375
6094,104.70597839355469,-51.12256240844727,-118.52117156982422,37.93754577636719
6095,118.55108642578124,-14.535120964050293,-103.15392303466795,71.25631713867188
6096,149.62965393066406,26.1923885345459,-62.89015579223633,109.75484466552734
6097,117.72457122802734,-61.003379821777344,-106.16454315185548,45.37994766235352
6098,104.03279876708984,-38.84073257446289,-112.64952850341795,43.65959167480469
