,T7,F8,Cz,P4
1000,-93.9219741821289,132.81132507324222,-35.74596405029297,4.085840702056885
1001,-91.33396911621094,136.60733032226562,-41.75224304199219,-3.113466739654541
1002,-101.17364501953124,120.17420196533205,-51.03841400146485,-8.285748481750487
1003,-89.0040054321289,128.05416870117188,-38.2516975402832,-1.2285571098327637
1004,-86.28136444091797,127.36228942871094,-35.97035598754883,2.8628933429718018
1005,-84.79662322998047,127.42961120605469,-39.95709228515625,-3.2331435680389404
1006,-88.48416137695312,123.97020721435548,-43.214542388916016,-5.402285575866699
1007,-83.52318572998047,132.351318359375,-34.45195770263672,-3.2069642543792725
1008,-84.00189208984375,133.51817321777344,-34.956844329833984,0.6413928270339966
1009,-87.05364990234375,131.08349609375,-40.81352996826172,-0.22252404689788816
1010,-87.45755767822266,131.17698669433594,-39.32504653930664,-1.1088802814483645
1011,-86.89657592773438,128.17385864257812,-35.439292907714844,0.4618776440620422
1012,-76.30892181396484,134.68501281738278,-30.28196907043457,3.9100654125213614
1013,-87.34910583496094,130.95632934570312,-32.297775268554695,-4.362593173980713
1014,-88.47107696533203,132.66546630859378,-35.71604537963867,-8.985109329223633
1015,-85.9578628540039,132.90483093261722,-29.33951568603516,-6.677591323852539
1016,-88.14569854736328,139.24769592285156,-28.7860107421875,-2.627279758453369
1017,-89.37239074707031,139.02330017089844,-43.19210433959961,-13.17753791809082
1018,-99.85906982421876,135.48908996582028,-41.01922225952149,-8.020215034484862
1019,-95.60306549072266,132.58692932128906,-36.21718978881836,-6.901985168457031
1020,-93.04122924804688,133.63037109375,-41.737281799316406,-3.4350981712341313
1021,-87.91382598876953,135.73593139648438,-41.123939514160156,-0.6713120341300964
1022,-92.89911651611328,130.156005859375,-41.23239517211914,-1.4192920923233032
1023,-92.9028549194336,131.39016723632812,-36.33686828613281,7.735982894897461
1024,-92.02771759033205,129.78948974609378,-35.88433837890625,5.477083683013916
1025,-88.50473022460938,130.36543273925778,-39.50456237792969,4.732843399047852
1026,-90.82720947265624,127.74375915527344,-43.54365539550781,0.3833397328853607
1027,-90.4943618774414,133.30873107910156,-39.50456237792969,1.7596229314804075
1028,-83.84107971191406,130.34674072265622,-43.06494903564453,0.4244786500930786
1029,-90.67013549804688,132.01472473144528,-40.1366081237793,6.150265693664551
1030,-90.34850311279295,130.32429504394528,-42.14493179321289,4.886179447174072
1031,-86.39168548583984,122.10025024414062,-31.23938369750977,-3.2032244205474854
