,T7,F8,Cz,P4
12000,-59.52798843383789,-131.98667907714844,15.402777671813965,133.85850524902344
12001,-60.80703353881836,-141.24293518066406,6.393359184265138,123.94402313232422
12002,-70.00718688964844,-153.6219940185547,3.307941436767578,111.80056762695312
12003,-65.48564910888672,-136.28382873535156,7.163778305053711,128.57402038574222
12004,-61.296958923339844,-127.5586395263672,12.14532470703125,133.95199584960938
12005,-69.62571716308594,-147.3726348876953,7.758422374725343,121.04560089111328
12006,-74.51376342773438,-158.3941192626953,0.8321277499198914,119.3626480102539
12007,-66.12516784667969,-136.10430908203122,7.2834553718566895,136.55496215820312
12008,-56.910057067871094,-129.69786071777344,14.961469650268555,140.10038757324222
12009,-65.6240234375,-154.3961639404297,-0.387079656124115,121.40089416503906
12010,-74.31929016113281,-151.90164184570312,-1.8979992866516116,119.56834411621094
12011,-75.66565704345703,-136.49325561523438,-4.381292819976807,133.51443481445312
12012,-63.21926879882813,-131.18260192871094,7.294674873352051,141.3831787109375
12013,-66.80209350585939,-150.14015197753906,5.417244911193848,130.660888671875
12014,-71.92201232910156,-157.76580810546875,-0.013089649379253387,121.50934600830078
12015,-70.11564636230469,-144.16378784179688,0.5553751587867737,130.42527770996094
12016,-64.90970611572266,-136.08561706542972,8.192251205444336,134.38957214355472
12017,-66.68989562988281,-155.5817108154297,5.488303184509277,121.46073150634766
12018,-71.06558227539062,-156.5653076171875,-0.5067564249038696,113.24790954589844
12019,-66.47298431396484,-141.92733764648438,5.9258713722229,123.1736068725586
12020,-63.15943145751953,-139.20094299316406,14.07137393951416,128.14019775390622
12021,-69.84637451171875,-170.3356170654297,1.6923047304153442,113.44612884521484
12022,-72.64007568359375,-171.89515686035156,-4.033482074737549,113.36758422851562
12023,-70.00344848632811,-150.56275939941406,10.967256546020508,128.03173828125
12024,-57.059654235839844,-131.77349853515622,20.32822608947754,142.8716583251953
12025,-57.77771377563477,-147.0547332763672,17.65793800354004,138.26036071777344
12026,-60.9940299987793,-144.5115966796875,11.827433586120605,138.39874267578122
12027,-59.83839797973633,-133.41157531738278,6.595313549041747,138.54084777832028
12028,-59.89823913574219,-136.92709350585938,1.8419007062911987,139.2701416015625
12029,-72.3072280883789,-158.61102294921875,-2.0737745761871342,120.989501953125
12030,-78.6126937866211,-160.35382080078125,-9.029988288879396,119.03727722167969
12031,-67.64730834960939,-141.12326049804688,-1.8493804931640625,135.78080749511722
12032,-61.8504638671875,-135.96218872070312,3.573474407196045,136.71952819824222
12033,-60.032875061035156,-157.62742614746094,-4.17559814453125,123.04644775390624
12034,-72.32218170166016,-159.16079711914062,-8.82055377960205,114.4446792602539
12035,-71.33859252929688,-139.22712707519528,-0.6413928270339966,128.10653686523438
12036,-67.23592376708984,-138.707275390625,0.31602153182029724,128.52540588378906
12037,-72.54283905029297,-151.58749389648438,-2.3879261016845703,120.5033187866211
12038,-78.14147186279297,-160.5445556640625,-10.22675609588623,114.45215606689452
12039,-72.20999145507812,-134.10720825195312,-2.515082836151123,128.45808410644528
12040,-69.18441009521484,-136.89717102050778,3.797868490219116,133.78744506835938
12041,-76.8437271118164,-151.8979034423828,1.86434018611908,122.3134307861328
12042,-79.49531555175781,-154.9496612548828,-4.3214545249938965,116.75593566894531
12043,-74.93263244628906,-132.41676330566406,-1.4604309797286987,130.28315734863278
12044,-72.58584594726562,-106.3047866821289,14.164871215820312,143.27369689941406
12045,-73.7826156616211,-131.6351318359375,9.235682487487793,129.59687805175778
12046,-78.27423858642578,-134.8514404296875,-0.577814519405365,123.80004119873048
12047,-71.0300521850586,-121.24568939208984,0.5067564249038696,134.58590698242188
12048,-65.72687530517578,-122.2853775024414,11.947110176086426,138.32206726074222
12049,-68.4644775390625,-138.77085876464844,5.708957195281982,125.22868347167969
12050,-65.50995635986328,-140.15087890625,3.2331435680389404,122.69303131103516
12051,-70.83183288574219,-126.76951599121094,8.053874969482424,129.90354919433594
